Source,Target,Type,Id,Label,timeset,Weight,source_airport,dest_airport,codeshare,stops,equipment,airline,airline_name,airline_alias,airline_iata,airline_icao,airline_callsign,airline_country,airline_active,background_map_edge
1230,490,Directed,93502,,,2,AGP,BRS,,0,320 319,U2,easyJet,EasyJet Airline,U2,EZY,EASY,United Kingdom,Y,
1230,302,Directed,93503,,,5,AGP,BRU,Y,0,320,VY,Formosa Airlines,\N,VY,FOS,BEE-LINE,Taiwan,Y,
1230,1745,Directed,93504,,,1,AGP,BTS,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1230,1367,Directed,93505,,,1,AGP,BVA,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1230,1553,Directed,93507,,,1,AGP,CIA,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1230,304,Directed,93508,,,1,AGP,CRL,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1230,373,Directed,93509,,,1,AGP,DTM,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1230,535,Directed,93511,,,2,AGP,EDI,,0,733,LS,Jet2.com,\N,LS,EXS,CHANNEX,United Kingdom,Y,
1230,585,Directed,93512,,,2,AGP,EIN,,0,73H 73W,HV,Transavia Holland,\N,HV,TRA,TRANSAVIA,Netherlands,Y,
1230,523,Directed,93513,,,3,AGP,EMA,,0,321,ZB,Air Bourbon,\N,ZB,BUB,BOURBON,Reunion,Y,
1230,4166,Directed,93514,,,1,AGP,FKB,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1230,3986,Directed,93515,,,1,AGP,FMM,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1230,341,Directed,93516,,,1,AGP,FMO,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1230,691,Directed,93517,,,1,AGP,GSE,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1230,645,Directed,93518,,,1,AGP,HAU,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1230,355,Directed,93519,,,1,AGP,HHN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1230,1225,Directed,93520,,,2,AGP,IBZ,,0,738,UX,Air Europa,\N,UX,AEA,EUROPA,Spain,Y,
1230,669,Directed,93521,,,1,AGP,KRK,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1230,517,Directed,93522,,,2,AGP,LBA,,0,73H 733 752 75W,LS,Jet2.com,\N,LS,EXS,CHANNEX,United Kingdom,Y,
1230,491,Directed,93523,,,2,AGP,LPL,,0,319,U2,easyJet,EasyJet Airline,U2,EZY,EASY,United Kingdom,Y,
1230,478,Directed,93524,,,5,AGP,MAN,,0,321 320,ZB,Air Bourbon,\N,ZB,BUB,BOURBON,Reunion,Y,
1230,708,Directed,93525,,,1,AGP,MMX,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1230,1353,Directed,93526,,,1,AGP,MRS,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1230,600,Directed,93527,,,1,AGP,NOC,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1230,4198,Directed,93528,,,1,AGP,NRN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1230,347,Directed,93529,,,1,AGP,NUE,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1230,699,Directed,93530,,,1,AGP,NYO,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1230,537,Directed,93532,,,1,AGP,PIK,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1230,1243,Directed,93535,,,3,AGP,SCQ,Y,0,320,VY,Formosa Airlines,\N,VY,FOS,IBERIA,Taiwan,Y,
1230,1251,Directed,93536,,,1,AGP,SDR,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1230,548,Directed,93538,,,2,AGP,STN,,0,319,U2,easyJet,EasyJet Airline,U2,EZY,EASY,United Kingdom,Y,
1230,458,Directed,93539,,,1,AGP,TMP,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1230,1539,Directed,93541,,,1,AGP,TSF,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1230,733,Directed,93542,,,1,AGP,VST,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1230,680,Directed,93543,,,1,AGP,WRO,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,4309,Directed,93544,,,1,AHO,AOI,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,1525,Directed,93545,,,1,AHO,BGY,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,608,Directed,93546,,,1,AHO,BLL,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,1538,Directed,93547,,,1,AHO,BLQ,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,1745,Directed,93548,,,1,AHO,BTS,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,1367,Directed,93549,,,1,AHO,BVA,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,1553,Directed,93550,,,1,AHO,CIA,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,304,Directed,93551,,,1,AHO,CRL,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,1534,Directed,93552,,,1,AHO,CUF,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,373,Directed,93553,,,1,AHO,DTM,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,599,Directed,93554,,,1,AHO,DUB,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,585,Directed,93555,,,1,AHO,EIN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,3986,Directed,93556,,,1,AHO,FMM,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,1222,Directed,93557,,,1,AHO,GRO,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,691,Directed,93558,,,1,AHO,GSE,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,355,Directed,93559,,,1,AHO,HHN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,492,Directed,93560,,,1,AHO,LTN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,1229,Directed,93561,,,1,AHO,MAD,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,4198,Directed,93562,,,1,AHO,NRN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,699,Directed,93563,,,1,AHO,NYO,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,1531,Directed,93564,,,1,AHO,PMF,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,1562,Directed,93565,,,1,AHO,PSA,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,548,Directed,93566,,,1,AHO,STN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,664,Directed,93567,,,1,AHO,TRF,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,1545,Directed,93568,,,1,AHO,TRS,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1517,1539,Directed,93569,,,1,AHO,TSF,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,1525,Directed,93570,,,1,ALC,BGY,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,1538,Directed,93573,,,1,ALC,BLQ,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,494,Directed,93574,,,1,ALC,BOH,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,353,Directed,93575,,,1,ALC,BRE,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,490,Directed,93576,,,3,ALC,BRS,,0,319 320,U2,easyJet,EasyJet Airline,U2,EZY,EASY,United Kingdom,Y,
1212,302,Directed,93577,,,4,ALC,BRU,Y,0,320,VY,Formosa Airlines,\N,VY,FOS,BEE-LINE,Taiwan,Y,
1212,1367,Directed,93578,,,1,ALC,BVA,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,304,Directed,93579,,,1,ALC,CRL,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,535,Directed,93581,,,3,ALC,EDI,,0,319,U2,easyJet,EasyJet Airline,U2,EZY,EASY,United Kingdom,Y,
1212,585,Directed,93582,,,2,ALC,EIN,,0,73W 73H,HV,Transavia Holland,\N,HV,TRA,TRANSAVIA,Netherlands,Y,
1212,523,Directed,93583,,,4,ALC,EMA,,0,321,ZB,Air Bourbon,\N,ZB,BUB,BOURBON,Reunion,Y,
1212,4166,Directed,93584,,,1,ALC,FKB,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,3986,Directed,93585,,,1,ALC,FMM,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,691,Directed,93586,,,1,ALC,GSE,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,645,Directed,93587,,,1,ALC,HAU,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,355,Directed,93588,,,1,ALC,HHN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,601,Directed,93589,,,1,ALC,KIR,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,669,Directed,93590,,,1,ALC,KRK,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,671,Directed,93591,,,1,ALC,KTW,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,3956,Directed,93592,,,1,ALC,KUN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,517,Directed,93593,,,2,ALC,LBA,,0,75W 733 752 73H,LS,Jet2.com,\N,LS,EXS,CHANNEX,United Kingdom,Y,
1212,491,Directed,93594,,,2,ALC,LPL,,0,320 319,U2,easyJet,EasyJet Airline,U2,EZY,EASY,United Kingdom,Y,
1212,478,Directed,93595,,,5,ALC,MAN,,0,321 320,ZB,Air Bourbon,\N,ZB,BUB,BOURBON,Reunion,Y,
1212,582,Directed,93596,,,1,ALC,MST,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,600,Directed,93597,,,1,ALC,NOC,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,4198,Directed,93598,,,1,ALC,NRN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,347,Directed,93599,,,1,ALC,NUE,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,699,Directed,93600,,,1,ALC,NYO,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,537,Directed,93601,,,1,ALC,PIK,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,1243,Directed,93603,,,1,ALC,SCQ,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,603,Directed,93604,,,1,ALC,SNN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,548,Directed,93605,,,1,ALC,STN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,458,Directed,93606,,,1,ALC,TMP,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,733,Directed,93608,,,1,ALC,VST,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,711,Directed,93609,,,1,ALC,VXO,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,8414,Directed,93610,,,1,ALC,WMI,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1212,680,Directed,93611,,,1,ALC,WRO,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
4309,1517,Directed,93612,,,1,AOI,AHO,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
4309,304,Directed,93613,,,1,AOI,CRL,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
4309,4198,Directed,93614,,,1,AOI,NRN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
4309,548,Directed,93615,,,1,AOI,STN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
4309,1515,Directed,93616,,,1,AOI,TPS,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
3941,1525,Directed,93617,,,1,ATH,BGY,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
3941,1198,Directed,93619,,,1,ATH,PFO,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
3941,548,Directed,93622,,,1,ATH,STN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1218,1055,Directed,93623,,,3,BCN,ACE,Y,0,320,VY,Formosa Airlines,\N,VY,FOS,IBERIA,Taiwan,Y,
1218,1230,Directed,93624,,,3,BCN,AGP,Y,0,320,VY,Formosa Airlines,\N,VY,FOS,IBERIA,Taiwan,Y,
1218,1525,Directed,93625,,,1,BCN,BGY,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1218,469,Directed,93626,,,2,BCN,BHX,,0,320 321,ZB,Air Bourbon,\N,ZB,BUB,BOURBON,Reunion,Y,
1218,1538,Directed,93627,,,3,BCN,BLQ,Y,0,320,VY,Formosa Airlines,\N,VY,FOS,IBERIA,Taiwan,Y,
1218,302,Directed,93628,,,5,BCN,BRU,Y,0,320,VY,Formosa Airlines,\N,VY,FOS,BEE-LINE,Taiwan,Y,
1218,1489,Directed,93629,,,2,BCN,BUD,,0,320,W6,Wizz Air,\N,W6,WZZ,WIZZ AIR,Hungary,Y,
1218,1367,Directed,93630,,,1,BCN,BVA,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1218,1553,Directed,93631,,,1,BCN,CIA,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1218,304,Directed,93632,,,1,BCN,CRL,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1218,535,Directed,93634,,,3,BCN,EDI,Y,0,320,VY,Formosa Airlines,\N,VY,FOS,IBERIA,Taiwan,Y,
1218,523,Directed,93635,,,1,BCN,EMA,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1218,1066,Directed,93637,,,3,BCN,FEZ,Y,0,320,VY,Formosa Airlines,\N,VY,FOS,IBERIA,Taiwan,Y,
1218,1051,Directed,93638,,,3,BCN,FUE,Y,0,320,VY,Formosa Airlines,\N,VY,FOS,IBERIA,Taiwan,Y,
1218,1225,Directed,93639,,,3,BCN,IBZ,Y,0,320,VY,Formosa Airlines,\N,VY,FOS,IBERIA,Taiwan,Y,
1218,1054,Directed,93640,,,3,BCN,LPA,Y,0,320,VY,Formosa Airlines,\N,VY,FOS,IBERIA,Taiwan,Y,
1218,491,Directed,93641,,,2,BCN,LPL,,0,319,U2,easyJet,EasyJet Airline,U2,EZY,EASY,United Kingdom,Y,
1218,1231,Directed,93642,,,3,BCN,MAH,Y,0,320,VY,Formosa Airlines,\N,VY,FOS,IBERIA,Taiwan,Y,
1218,478,Directed,93643,,,3,BCN,MAN,,0,321,ZB,Air Bourbon,\N,ZB,BUB,BOURBON,Reunion,Y,
1218,699,Directed,93645,,,1,BCN,NYO,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1218,1636,Directed,93646,,,5,BCN,OPO,Y,0,320,VY,Formosa Airlines,\N,VY,FOS,AIR PORTUGAL,Taiwan,Y,
1218,537,Directed,93647,,,1,BCN,PIK,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1218,657,Directed,93649,,,1,BCN,RYG,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1218,1243,Directed,93650,,,3,BCN,SCQ,Y,0,320,VY,Formosa Airlines,\N,VY,FOS,IBERIA,Taiwan,Y,
1218,1251,Directed,93651,,,3,BCN,SDR,Y,0,320,VY,Formosa Airlines,\N,VY,FOS,IBERIA,Taiwan,Y,
1218,548,Directed,93652,,,1,BCN,STN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1218,1253,Directed,93653,,,3,BCN,SVQ,Y,0,320,VY,Formosa Airlines,\N,VY,FOS,IBERIA,Taiwan,Y,
1218,1056,Directed,93655,,,3,BCN,TFS,Y,0,320,VY,Formosa Airlines,\N,VY,FOS,IBERIA,Taiwan,Y,
1218,1526,Directed,93656,,,3,BCN,TRN,Y,0,320,VY,Formosa Airlines,\N,VY,FOS,IBERIA,Taiwan,Y,
1218,1539,Directed,93657,,,1,BCN,TSF,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1218,1247,Directed,93658,,,3,BCN,VLL,Y,0,320,VY,Formosa Airlines,\N,VY,FOS,IBERIA,Taiwan,Y,
1218,3959,Directed,93659,,,2,BCN,VNO,,0,320,W6,Wizz Air,\N,W6,WZZ,WIZZ AIR,Hungary,Y,
1218,8414,Directed,93660,,,1,BCN,WMI,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1218,1226,Directed,93661,,,3,BCN,XRY,,0,320,VY,Formosa Airlines,\N,VY,FOS,IBERIA,Taiwan,Y,
1506,1525,Directed,93662,,,1,BDS,BGY,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1506,1538,Directed,93663,,,1,BDS,BLQ,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1506,1367,Directed,93664,,,1,BDS,BVA,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1506,1553,Directed,93665,,,1,BDS,CIA,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1506,304,Directed,93666,,,1,BDS,CRL,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1506,585,Directed,93667,,,1,BDS,EIN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1506,1222,Directed,93668,,,1,BDS,GRO,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1506,1562,Directed,93669,,,1,BDS,PSA,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1506,548,Directed,93670,,,1,BDS,STN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1506,1526,Directed,93671,,,1,BDS,TRN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1506,1539,Directed,93672,,,1,BDS,TSF,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1055,Directed,93674,,,1,BGY,ACE,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1230,Directed,93675,,,1,BGY,AGP,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1517,Directed,93676,,,1,BGY,AHO,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1212,Directed,93677,,,1,BGY,ALC,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,3941,Directed,93678,,,1,BGY,ATH,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1218,Directed,93679,,,1,BGY,BCN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1506,Directed,93680,,,1,BGY,BDS,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,608,Directed,93681,,,1,BGY,BLL,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,353,Directed,93682,,,1,BGY,BRE,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1501,Directed,93683,,,1,BGY,BRI,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,490,Directed,93684,,,1,BGY,BRS,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1745,Directed,93685,,,1,BGY,BTS,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1489,Directed,93686,,,1,BGY,BUD,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1367,Directed,93687,,,1,BGY,BVA,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1519,Directed,93688,,,1,BGY,CAG,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1474,Directed,93689,,,1,BGY,CHQ,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,304,Directed,93690,,,1,BGY,CRL,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1509,Directed,93691,,,1,BGY,CTA,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,599,Directed,93692,,,1,BGY,DUB,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,585,Directed,93693,,,1,BGY,EIN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,523,Directed,93694,,,1,BGY,EMA,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1066,Directed,93695,,,1,BGY,FEZ,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1051,Directed,93696,,,1,BGY,FUE,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1222,Directed,93697,,,1,BGY,GRO,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,691,Directed,93698,,,1,BGY,GSE,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,355,Directed,93699,,,1,BGY,HHN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1225,Directed,93700,,,1,BGY,IBZ,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1458,Directed,93701,,,1,BGY,KGS,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,669,Directed,93702,,,1,BGY,KRK,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,517,Directed,93703,,,1,BGY,LBA,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,364,Directed,93704,,,1,BGY,LBC,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1276,Directed,93705,,,1,BGY,LDE,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1054,Directed,93706,,,1,BGY,LPA,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,441,Directed,93707,,,1,BGY,LPP,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1229,Directed,93708,,,1,BGY,MAD,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,478,Directed,93709,,,1,BGY,MAN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1606,Directed,93710,,,1,BGY,MLA,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,4198,Directed,93711,,,1,BGY,NRN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,699,Directed,93712,,,1,BGY,NYO,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1636,Directed,93713,,,1,BGY,OPO,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,3998,Directed,93714,,,1,BGY,PMI,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1512,Directed,93715,,,1,BGY,PMO,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1505,Directed,93716,,,1,BGY,PSR,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1075,Directed,93717,,,1,BGY,RAK,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1472,Directed,93718,,,1,BGY,RHO,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,3953,Directed,93719,,,1,BGY,RIX,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,657,Directed,93720,,,1,BGY,RYG,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1243,Directed,93721,,,1,BGY,SCQ,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1251,Directed,93722,,,1,BGY,SDR,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1486,Directed,93723,,,1,BGY,SKG,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,548,Directed,93724,,,1,BGY,STN,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1508,Directed,93725,,,1,BGY,SUF,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1253,Directed,93726,,,1,BGY,SVQ,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,337,Directed,93727,,,1,BGY,SXF,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1056,Directed,93728,,,1,BGY,TFS,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,415,Directed,93729,,,1,BGY,TLL,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,458,Directed,93730,,,1,BGY,TMP,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1515,Directed,93731,,,1,BGY,TPS,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,1246,Directed,93732,,,1,BGY,VLC,,0,738,FR,Ryanair,\N,FR,RYR,RYANAIR,Ireland,Y,
1525,3959,Directed,93733,,,2,BGY,VNO,,0,320,W6,Wizz Air,\N,W6,WZZ,WIZZ AIR,Hungary,Y,
